title,summary,url,source,publication_date
"After fastest 50 & 100 in Tests, India surpass Australia to become...","The TOI Sports Desk excels in a myriad of roles that capture the essence of live sporting events and deliver compelling content to readers worldwide. From running live blogs for India and non-India cricket matches to global spectacles featuring Indian talents, like the Chess World Cup final featuring Praggnanandhaa and the Badminton World Championships semifinal featuring HS Prannoy, our live coverage extends to all mega sporting events. We extensively cover events like the Olympics, Asian Games, Cricket World Cups, FIFA World Cups, and more. The desk is also adept at writing comprehensive match reports and insightful post-match commentary, complemented by stats-based articles that provide an in-depth analysis of player performances and team dynamics. We track news wires for key stories, conduct exclusive player interviews in both text and video formats, and file content from print editions and reporters. We keep track of all viral stories, trending topics and produce our own copies on the subjects. We deliver accurate, engaging, and up-to-the-minute sports content, round the clock.Read More 2nd Test, Day 1: B'desh 107/3 vs India on rain-shortened opening day Ashwin shines as India hammer Bangladesh in Chennai Test",https://timesofindia.indiatimes.com/sports/cricket/bangladesh-in-india/after-the-fastest-fifty-and-hundred-in-test-history-india-surpass-australia-to-become-/articleshow/113815552.cms,Times of India,2024-09-30
Swiggy Instamart launches 24/7 free delivery service in these cities,"The TOI Tech Desk is a dedicated team of journalists committed to delivering the latest and most relevant news from the world of technology to readers of The Times of India. TOI Tech Desk’s news coverage spans a wide spectrum across gadget launches, gadget reviews, trends, in-depth analysis, exclusive reports and breaking stories that impact technology and the digital universe. Be it how-tos or the latest happenings in AI, cybersecurity, personal gadgets, platforms like WhatsApp, Instagram, Facebook and more; TOI Tech Desk brings the news with accuracy and authenticity.Read More Xiaomi Redmi Note 13R Pro 5G ₹23,690",https://timesofindia.indiatimes.com/technology/tech-news/swiggy-instamart-launches-24/7-free-delivery-service-in-these-cities/articleshow/113817311.cms,Times of India,2024-09-30
How hackers are ‘using’ Apple and Microsoft to scam people online,"The TOI Tech Desk is a dedicated team of journalists committed to delivering the latest and most relevant news from the world of technology to readers of The Times of India. TOI Tech Desk’s news coverage spans a wide spectrum across gadget launches, gadget reviews, trends, in-depth analysis, exclusive reports and breaking stories that impact technology and the digital universe. Be it how-tos or the latest happenings in AI, cybersecurity, personal gadgets, platforms like WhatsApp, Instagram, Facebook and more; TOI Tech Desk brings the news with accuracy and authenticity.Read More",https://timesofindia.indiatimes.com/technology/tech-news/how-hackers-are-using-apple-and-microsoft-to-scam-people-online/articleshow/113814278.cms,Times of India,2024-09-30
FOMO grips China stock buyers on ‘epic’ trading day before break,Aishwarya Rai to Ananya Panday: Celebs who didn't dress to impress at Abu Dhabi 10 baby girl names that sound royal How to make Bengali-style Chicken Dak Bungalow,https://timesofindia.indiatimes.com/business/international-business/fomo-grips-china-stock-buyers-on-epic-trading-day-before-break/articleshow/113822270.cms,Times of India,2024-09-30
"New TDS rates from October 1, 2024: What are the revised tax deducted at source rates? Check list of changes for these transactions","The TOI Business Desk is a vigilant and dedicated team of journalists committed to delivering the latest and most relevant business news from around the world to readers of The Times of India. The primary focus of the TOI Business Desk is to keep a watchful eye on the global business landscape, covering a wide spectrum of industries, markets, economic trends, in-depth analysis, exclusive reports and breaking stories that impact businesses and economies. With a mission to provide valuable insights and updates, the desk ensures that TOI readers are well-informed about the ever-changing and dynamic world of commerce and can navigate the complexities of the business world.Read More 10 Most Affordable Cities in India to Buy a House The Pros and Cons of Investing in Value Stocks",https://timesofindia.indiatimes.com/business/india-business/new-tds-rates-from-october-1-2024-what-are-the-revised-tax-deducted-at-source-rates-check-list-of-changes-for-these-transactions/articleshow/113811082.cms,Times of India,2024-09-30
Kamala Harris' husband called 'wife guy'. MAGA supporters remind he cheated on first wife,"At TOI World Desk, our dedicated team of seasoned journalists and passionate writers tirelessly sifts through the vast tapestry of global events to bring you the latest news and diverse perspectives round the clock. With an unwavering commitment to accuracy, depth, and timeliness, we strive to keep you informed about the ever-evolving world, delivering a nuanced understanding of international affairs to our readers. Join us on a journey across continents as we unravel the stories that shape our interconnected world.Read More Aishwarya Rai to Ananya Panday: Celebs who didn't dress to impress at Abu Dhabi 10 baby girl names that sound royal",https://timesofindia.indiatimes.com/world/us/kamala-harris-husband-called-wife-guy-maga-supporters-remind-he-cheated-on-first-wife/articleshow/113822529.cms,Times of India,2024-09-30
"193 dead, several missing after heavy rainfall triggers floods in Nepal; Top developments","At TOI World Desk, our dedicated team of seasoned journalists and passionate writers tirelessly sifts through the vast tapestry of global events to bring you the latest news and diverse perspectives round the clock. With an unwavering commitment to accuracy, depth, and timeliness, we strive to keep you informed about the ever-evolving world, delivering a nuanced understanding of international affairs to our readers. Join us on a journey across continents as we unravel the stories that shape our interconnected world.Read More 8 fruits and veggies that can help get rid of eye glasses 10 green vegetables that have highest protein content",https://timesofindia.indiatimes.com/world/rest-of-world/193-dead-several-missing-after-heavy-rainfall-triggers-floods-in-nepal-top-developments/articleshow/113806247.cms,Times of India,2024-09-30
"CBSE Exam Day Guidelines 2024: Dos & Don'ts, Reporting Time, Admit Card Link and More",9 Ways Social Media Harms Student Mental Health and How to Reduce Its Impact GK for Students: Why is International Day Of Democracy celebrated on September 15? Engineer's Day 2024: 6 contributions of Sir M Visvesvaraya that modernised India,https://timesofindia.indiatimes.com/education/news/cbse-exam-day-guidelines-2024-dos-donts-reporting-time-and-more/articleshow/107682638.cms,Times of India,2024-09-30
Mother-daughter bond: Aishwarya Rai shares her one piece of advice for all moms,"Aishwarya Rai & Her 'Best Friend' Spotted Together; Concerns for Aaradhya Arise The TOI Lifestyle Desk is a dynamic team of dedicated journalists who, with unwavering passion and commitment, sift through the pulse of the nation to curate a vibrant tapestry of lifestyle news for The Times of India readers. At the TOI Lifestyle Desk, we go beyond the obvious, delving into the extraordinary. Consider us your lifestyle companion, providing a daily dose of inspiration and information. Whether you're seeking the latest fashion trends, travel escapades, culinary delights, or wellness tips, the TOI Lifestyle Desk is your one-stop destination for an enriching lifestyle experience.Read More Kajol's timeless love for sarees is a celebration of elegance and tradition",https://timesofindia.indiatimes.com/life-style/relationships/love-sex/mother-daughter-bond-aishwarya-rai-shares-her-one-piece-of-advice-for-all-moms/articleshow/113770463.cms,Times of India,2024-09-30
Can coconut oil be used for deep frying?,"The TOI Lifestyle Desk is a dynamic team of dedicated journalists who, with unwavering passion and commitment, sift through the pulse of the nation to curate a vibrant tapestry of lifestyle news for The Times of India readers. At the TOI Lifestyle Desk, we go beyond the obvious, delving into the extraordinary. Consider us your lifestyle companion, providing a daily dose of inspiration and information. Whether you're seeking the latest fashion trends, travel escapades, culinary delights, or wellness tips, the TOI Lifestyle Desk is your one-stop destination for an enriching lifestyle experience.Read More How to make Beetroot Paneer Besan Cheela 'GOAT' actress Parvati looks stunning in these pics",https://timesofindia.indiatimes.com/life-style/food-news/can-coconut-oil-be-used-for-deep-frying-heres-what-experts-say/articleshow/113801874.cms,Times of India,2024-09-30
